source,index,text
unknown,5443,THREE | 1.0
unknown,5444,CRAPO | 1.0
unknown,5445,OLIVER | 9.0
unknown,5446,CUB | 1.0
unknown,5447,PETERSON | 1.0
unknown,5448,WILDLIFE | 9.0
unknown,5449,ROCK | 2.0
unknown,5450,OWL | 1.0
unknown,5451,MANZANITA | 1.0
unknown,5452,LOPEZ | 5.0
unknown,5453,LOGWOOD | 1.0
unknown,5454,BUCKHORN | 1.0
unknown,5455,GAP | 9.0
unknown,5456,CHALK | 9.0
unknown,5457,WHISKEY | 9.0
unknown,5458,MONKEY ROCK | 1.0
unknown,5459,BACK | 1.0
unknown,5460,BIG | 1.0
unknown,5461,MILL | 1.0
unknown,5462,HARVEY | 1.0
unknown,5463,SLIDE | 1.0
unknown,5464,THOMES | 1.0
unknown,5465,BOSWELL | 1.0
unknown,5466,SLIDES | 1.0
unknown,5467,INDIANS | 4.0
unknown,5468,GALLERY | 1.0
unknown,5469,IRON | 1.0
unknown,5470,HEADWATER | 1.0
unknown,5471,GREENTHIN | 9.0
unknown,5472,MINERS | 1.0
unknown,5473,EAGLE | 1.0
unknown,5474,GROUSE | 1.0
unknown,5475,VINEGAR | 1.0
unknown,5476,YELLOW | 1.0
unknown,5477,ISLAND  | 7.0
unknown,5478,GILEAD | 1.0
unknown,5479,BULL | 1.0
unknown,5480,JOHNSON | 1.0
unknown,5481,WILLOW | 1.0
unknown,5482,ISLAND | 1.0
unknown,5483,LAVA | 1.0
unknown,5484,BLUE 2 | 1.0
unknown,5485,CAMP | 1.0
unknown,5486,SOUTH-FREY | 1.0
unknown,5487,SCOTCH | 1.0
unknown,5488,HAYPRESS | 1.0
unknown,5489,JAKE | 1.0
unknown,5490,MERRILL | 1.0
unknown,5491,MILL | 1.0
unknown,5492,HELL'S HALF | 1.0
unknown,5493,VAN HORN | 1.0
unknown,5494,SWIM | 1.0
unknown,5495,BONANZA | 1.0
unknown,5496,FUELS | 1.0
unknown,5497,LASSIC | 1.0
unknown,5498,LONG | 1.0
unknown,5499,LOST CREEK | 1.0
unknown,5500,NIELSON | 1.0
unknown,5501,SIGNAL | 9.0
unknown,5502,SPRING | 1.0
unknown,5503,TRAVIS | 1.0
unknown,5504,WATERSPOUT #1 | 1.0
unknown,5505,PACKSADDLE | 1.0
unknown,5506,CREEK | 1.0
unknown,5507,BIG  | 1.0
unknown,5508,CREST | 1.0
unknown,5509,KEDDIE | 19.0
unknown,5510,RICH | 6.0
unknown,5511,SLATE  | 1.0
unknown,5512,HARTMAN | 1.0
unknown,5513,RODY | 1.0
unknown,5514,CHINO | 1.0
unknown,5515,ROCK2 | 1.0
unknown,5516,FOX | 1.0
unknown,5517,COLD | 1.0
unknown,5518,LITTLE | 1.0
unknown,5519,HUNGARY | 1.0
unknown,5520,ANGEL 2 | 4.0
unknown,5521,APACHE | 3.0
unknown,5522,330 | 9.0
unknown,5523,BLUE | 9.0
unknown,5524,CAJON | 2.0
unknown,5525,RIDGE | 2.0
unknown,5526,SAN ANTONIO | 2.0
unknown,5527,CATHEDRAL | 4.0
unknown,5528,PIUTE | 9.0
unknown,5529,CLOVER | 1.0
unknown,5530,SPILLWAY | 5.0
unknown,5531,ROCKY | 9.0
unknown,5532,STAIRS | 9.0
unknown,5533,RICHBAR | 7.0
unknown,5534,BENNETT | 1.0
unknown,5535,GRASSY CREEK | 1.0
unknown,5536,MADDOX LAKE #3 | 1.0
unknown,5537,HITCHCOCK | 1.0
unknown,5538,BOULDER | 1.0
unknown,5539,INDIAN VALLEY | 1.0
unknown,5540,BEAR WALLOW | 1.0
unknown,5541,BIERCE | 1.0
unknown,5542,DEEP #1 | 1.0
unknown,5543,BUCKHORN | 1.0
unknown,5544,OLIVER | 1.0
unknown,5545,SILVER KNOB | 1.0
unknown,5546,WESTFALL | 1.0
unknown,5547,CHIQUITO | 1.0
unknown,5548,JOHNSON | 4.0
unknown,5549,CASCADEL | 9.0
unknown,5550,FULLER | 1.0
unknown,5551,BIG | 9.0
unknown,5552,PAINT | 2.0
unknown,5553,COLDSPRINGS  | 5.0
unknown,5554,DOME ROCK | 1.0
unknown,5555,CLAVEY  | 1.0
unknown,5556,COTTON | 1.0
unknown,5557,NORTH MTN | 1.0
unknown,5558,STUARTS | 1.0
unknown,5559,FRIEND-DARNELL | 1.0
unknown,5560,AVENAL | 7.0
unknown,5561,MADSEN | 2.0
unknown,5562,GATOS | 7.0
unknown,5563,AVOCADO | 11.0
unknown,5564,AUBERRY | 2.0
unknown,5565,RUSTY | 7.0
unknown,5566,SUNNY | 10.0
unknown,5567,H. RANCH | 1.0
unknown,5568,KERN | 1.0
unknown,5569,LOWER FIRE | 1.0
unknown,5570,DEERLICK FIRE | 1.0
unknown,5571,DEADSHOT FIRE | 1.0
unknown,5572,STEIN | 1.0
unknown,5573,DECK | 1.0
unknown,5574,MOON | 1.0
unknown,5575,MOTION | 1.0
unknown,5576,VENTURE | 1.0
unknown,5577,WITHROW | 1.0
unknown,5578,SHINGLETOWN | 1.0
unknown,5579,ROUND | 1.0
unknown,5580,PINE 1 | 1.0
unknown,5581,PINE 2 | 1.0
unknown,5582,KIRKMAN | 1.0
unknown,5583,MOSES | 1.0
unknown,5584,MILL | 1.0
unknown,5585,FOUR MILE | 1.0
unknown,5586,WILDLIFE | 9.0
unknown,5587,RIVER | 9.0
unknown,5588,HILL | 1.0
unknown,5589,JACK  | 1.0
unknown,5590,REQUA | 4.0
unknown,5591,OVERLOOK | 9.0
unknown,5592,BLUFF | 16.0
unknown,5593,MALIBU | 15.0
unknown,5594,BOLIANS COAST GUARD | 14.0
unknown,5595,HIDDEN | 1.0
unknown,5596,TEHIPITE | 1.0
unknown,5597,MESA WATERTANK | 1.0
unknown,5598,GROUNDHOG  | 1.0
unknown,5599,MONTGOMERY | 4.0
unknown,5600,NORTH | 5.0
unknown,5601,EAST | 1.0
unknown,5602,STAR | 1.0
unknown,5603,COLEMAN 1 | 14.0
unknown,5604,DEDRICK | 1.0
unknown,5605,OCTOBER | 14.0
unknown,5606,MAGIC | 14.0
unknown,5607,RANCH | 2.0
unknown,5608,EMMA | 14.0
unknown,5609,CORRAL | 14.0
unknown,5610,GORMAN | 14.0
unknown,5611,WEST | 14.0
unknown,5612,PEARBLOSSOM | 14.0
unknown,5613,SKYLINE | 14.0
unknown,5614,SESNON | 14.0
unknown,5615,SOLEDAD | 14.0
unknown,5616,Y | 14.0
unknown,5617,ANGEL 3 | 4.0
unknown,5618,BANNER | 14.0
unknown,5619,CHAMBERS | 7.0
unknown,5620,BROWN | 2.0
unknown,5621,DRIFTWOOD | 14.0
unknown,5622,CAPPEL | 14.0
unknown,5623,MOUNTAIN | 14.0
unknown,5624,WHITE | 2.0
unknown,5625,WOFFORD | 9.0
unknown,5626,PEARBLOSSOM | 14.0
unknown,5627,ISLAND | 14.0
unknown,5628,CANYON | 14.0
unknown,5629,FAIRMONT | 14.0
unknown,5630,AUBERRY | 10.0
unknown,5631,GATOS | 1.0
unknown,5632,CORONADO HILLS | 14.0
unknown,5633,MEADOW RIDGE | 14.0
unknown,5634,HIGHWAY 41/ RD 209 3 | 14.0
unknown,5635,BORDER #34 | 14.0
unknown,5636,78 #4 | 10.0
unknown,5637,BORDER #25 | 4.0
unknown,5638,VUELTA | 14.0
unknown,5639,WILLOW | 1.0
unknown,5640,LOOKOUT | 5.0
unknown,5641,PINE | 5.0
unknown,5642,ISLAND | 1.0
unknown,5643,HWY 128 | 14.0
unknown,5644,PEAK | 2.0
unknown,5645,MOUNTAIN | 14.0
unknown,5646,SPRUCE | 11.0
unknown,5647,BRAYE | 14.0
unknown,5648,ROBINSON | 7.0
unknown,5649,WEST | 10.0
unknown,5650,GRIFFITH PARK | 3.0
unknown,5651,BARHAM | 8.0
unknown,5652,SMALL HIGHWAY | 10.0
unknown,5653,RABBIT HILL | 14.0
unknown,5654,ROADSIDE | 9.0
unknown,5655,DEER RIDGE | 9.0
unknown,5656,TRIUNFO | 9.0
unknown,5657,241 (HAYSTACK) | 10.0
unknown,5658,PIONEER | 8.0
unknown,5659,FREEMONT/IRVINE LAKE | 16.0
unknown,5660,ANTONIO | 11.0
unknown,5661,FREEWAY INCIDENT | 8.0
unknown,5662,CROWN VALLEY | 8.0
unknown,5663,261 INCIDENT | 10.0
unknown,5664,ROCA | 11.0
unknown,5665,CEMETERY | 8.0
unknown,5666,MARIPOSA | 11.0
unknown,5667,SEDGWICK | 11.0
unknown,5668,GRIFFITH PARK | 14.0
unknown,5669,AGOURA | 9.0
unknown,5670,KANAN | 2.0
unknown,5671,FLORES | 10.0
unknown,5672,AGOURA 2 | 7.0
unknown,5673,VIRGENES | 9.0
unknown,5674,RIVER | 14.0
unknown,5675,ROSA | 14.0
unknown,5676,LAGUNA CANYON | 3.0
unknown,5677,241 INCIDENT | 7.0
unknown,5678,8.0
unknown,5679,ROSE | 11.0
unknown,5680,BAYNE | 7.0
unknown,5681,PLACERVILLE | 14.0
unknown,5682,AMMO | 14.0
unknown,5683,RED STAR | 14.0
unknown,5684,BACK | 1.0
unknown,5685,CHINA | 1.0
unknown,5686,SKY | 1.0
unknown,5687,BUTLER | 1.0
unknown,5688,DOGWOOD | 1.0
unknown,5689,ELLIOT | 1.0
unknown,5690,DEVORE | 2.0
unknown,5691,SAND | 5.0
unknown,5692,BLUECUT | 2.0
unknown,5693,ROCK BSFMU A6 | 1.0
unknown,5694,SAGE | 1.0
unknown,5695,SANTIAGO | 9.0
unknown,5696,SENTINEL | 1.0
unknown,5697,SEVEN | 1.0
unknown,5698,SLIDE | 9.0
unknown,5699,RICE | 9.0
unknown,5700,LARSON | 1.0
unknown,5701,PONDEROSA | 11.0
unknown,5702,TWIN | 1.0
unknown,5703,WALKER | 1.0
unknown,5704,LAKE | 9.0
unknown,5705,BROWN | 9.0
unknown,5706,BODFISH | 14.0
unknown,5707,DANHAUSER | 14.0
unknown,5708,SAN BENITO | 14.0
unknown,5709,SCHOTT | 14.0
unknown,5710,HONEY | 11.0
unknown,5711,HWY 32 | 10.0
unknown,5712,BANGOR | 7.0
unknown,5713,PANOCHE | 11.0
unknown,5714,TAR | 14.0
unknown,5715,BOURLAND | 1.0
unknown,5716,MONO | 1.0
unknown,5717,MOONLIGHT | 2.0
unknown,5718,MCCOY | 9.0
unknown,5719,NORTH | 1.0
unknown,5720,OAK | 1.0
unknown,5721,OHAREL | 1.0
unknown,5722,PINE | 4.0
unknown,5723,PIONEER | 1.0
unknown,5724,POOMACHA | 9.0
unknown,5725,RATTLESNAKE | 1.0
unknown,5726,RICHBAR | 9.0
unknown,5727,RIVER | 2.0
unknown,5728,PASS | 14.0
unknown,5729,EIGHTY | 2.0
unknown,5730,ATHENS | 10.0
unknown,5731,WEST BUTTE | 14.0
unknown,5732,PEACE VALLEY | 1.0
unknown,5733,CROSBY | 1.0
unknown,5734,FIDDYMENT | 8.0
unknown,5735,WILSON | 5.0
unknown,5736,SMARTVILLE | 1.0
unknown,5737,SIXTY-FIVE | 14.0
unknown,5738,SIXTY-FIVE 2 | 14.0
unknown,5739,COLINA | 14.0
unknown,5740,LAGUNA | 14.0
unknown,5741,POLK | 14.0
unknown,5742,MOCKINGBIRD | 14.0
unknown,5743,PETERSON | 7.0
unknown,5744,JASPER | 2.0
unknown,5745,MOONEY | 14.0
unknown,5746,NADER | 14.0
unknown,5747,COLBY | 7.0
unknown,5748,COYOTE | 1.0
unknown,5749,DEVIL | 4.0
unknown,5750,DOME | 1.0
unknown,5751,ELK | 1.0
unknown,5752,FLETCHER | 1.0
unknown,5753,GOLDLEDGE | 9.0
unknown,5754,GRANITE | 1.0
unknown,5755,GROUSE | 1.0
unknown,5756,ANGORA | 4.0
unknown,5757,GRASS VALLEY | 9.0
unknown,5758,HARVEY | 1.0
unknown,5759,HAUSER | 4.0
unknown,5760,HOWARDS GULCH | 6.0
unknown,5761,HUMMINGBIRD | 1.0
unknown,5762,JAMES | 9.0
unknown,5763,JEDIDIAH | 1.0
unknown,5764,LAZY | 1.0
unknown,5765,MARBLE | 5.0
unknown,5766,LOS FLORES | 1.0
unknown,5767,MERIDIAN | 1.0
unknown,5768,MARTIN RANCH | 11.0
unknown,5769,GLEN HELEN  2 | 2.0
unknown,5770,DEVORE 2 | 14.0
unknown,5771,QUIEN | 1.0
unknown,5772,BRYSON | 2.0
unknown,5773,SOLEDAD | 5.0
unknown,5774,COLORADO | 15.0
unknown,5775,AVENIDA | 2.0
unknown,5776,PINEY | 7.0
unknown,5777,ROSA | 1.0
unknown,5778,OAK | 2.0
unknown,5779,POT HOLE | 1.0
unknown,5780,BAILEY | 14.0
unknown,5781,WRIGHT | 9.0
unknown,5782,FREMONT  | 9.0
unknown,5783,BORDER 26 | 4.0
unknown,5784,BULL | 1.0
unknown,5785,CHICK | 14.0
unknown,5786,SPRING | 14.0
unknown,5787,LITTLE | 9.0
unknown,5788,CONWAY | 1.0
unknown,5789,INKOPAH | 4.0
unknown,5790,YOKHOL | 14.0
unknown,5791,CANYON | 9.0
unknown,5792,DAWSON | 9.0
unknown,5793,ALTA MESA | 9.0
unknown,5794,BARRETT | 11.0
unknown,5795,KINGSTON#1 | 1.0
unknown,5796,POWER HOUSE | 10.0
unknown,5797,LIBERTY | 4.0
unknown,5798,HIGHWAY | 2.0
unknown,5799,SONOMA | 2.0
unknown,5800,GRADE 2 | 14.0
unknown,5801,ARMSTRONG | 7.0
unknown,5802,CLARK | 10.0
unknown,5803,AUBURN | 7.0
unknown,5804,PRAIRIE | 7.0
unknown,5805,GARDEN | 2.0
unknown,5806,PHILLIPS | 2.0
unknown,5807,SOUTH BEALE | 6.0
unknown,5808,SPENCEVILLE | 14.0
unknown,5809,VALLEY | 7.0
unknown,5810,LOMA RICA /  LA PORTE  | 7.0
unknown,5811,WALDO 2 | 7.0
unknown,5812,WALDO | 2.0
unknown,5813,WASHOE | 9.0
unknown,5814,WILSON | 5.0
unknown,5815,BASELINE | 14.0
unknown,5816,ALESSANDRO | 14.0
unknown,5817,STRAW | 14.0
unknown,5818,SIERRA | 14.0
unknown,5819,LICK | 5.0
unknown,5820,STEVENS | 11.0
unknown,5821,POWER | 14.0
unknown,5822,HATCHET | 2.0
unknown,5823,SILVER | 2.0
unknown,5824,CLEAR | 7.0
unknown,5825,WEED  | 4.0
unknown,5826,SECERT | 1.0
unknown,5827,BEAR | 2.0
unknown,5828,FALL | 5.0
unknown,5829,BRAZIE | 5.0
unknown,5830,GIRARD | 5.0
unknown,5831,OKLAHOMA | 1.0
unknown,5832,REYNOLDS | 2.0
unknown,5833,RYAN | 5.0
unknown,5834,ODONOVAN | 2.0
unknown,5835,CUESTA | 2.0
unknown,5836,BITTER | 14.0
unknown,5837,CAL POLY | 8.0
unknown,5838,JOHNSON | 11.0
unknown,5839,ADELADIA | 2.0
unknown,5840,CUESTA 2 | 2.0
unknown,5841,RANCH | 14.0
unknown,5842,POZO | 1.0
unknown,5843,MORRO | 11.0
unknown,5844,POLY / A-4 7 | 14.0
unknown,5845,GRADE | 2.0
unknown,5846,DIABLO | 15.0
unknown,5847,MURRAY | 5.0
unknown,5848,DUNTON | 2.0
unknown,5849,SHELL | 14.0
unknown,5850,GASSNER | 14.0
unknown,5851,GOLDEN | 10.0
unknown,5852,ORVIS | 10.0
unknown,5853,ITALIAN | 14.0
unknown,5854,SHELLEY | 2.0
unknown,5855,"CONNER, W | 2.0"
unknown,5856,DYE | 4.0
unknown,5857,LYMAN | 14.0
unknown,5858,HORSE | 7.0
unknown,5859,SHANNON | 2.0
unknown,5860,BACKSCATTER | 1.0
unknown,5861,BARTLETT 2 | 9.0
unknown,5862,BEAR | 1.0
unknown,5863,BERNASCONI | 4.0
unknown,5864,BLACK | 1.0
unknown,5865,BOLLI | 5.0
unknown,5866,BUCKWEED | 8.0
unknown,5867,CALPINE | 5.0
unknown,5868,CHIPMUNK | 1.0
unknown,5869,CLEAR | 1.0
unknown,5870,SLIDES | 9.0
unknown,5871,SNOW | 1.0
unknown,5872,SOURCE | 1.0
unknown,5873,SUGARLAOF | 1.0
unknown,5874,TRIMMER | 9.0
unknown,5875,TURN | 2.0
unknown,5876,VANN | 9.0
unknown,5877,VISTA | 4.0
unknown,5878,WALLOW | 2.0
unknown,5879,WITCH | 9.0
unknown,5880,ZACA | 2.0
unknown,5881,BABCOCK PEAK | 1.0
unknown,5882,CAPRA | 2.0
unknown,5883,CEDAR | 9.0
unknown,5884,CHERRY | 1.0
unknown,5885,CLOVER 2 | 1.0
unknown,5886,CABLE | 1.0
unknown,5887,DAVIS | 1.0
unknown,5888,LAGO | 2.0
unknown,5889,LINDSEY | 4.0
unknown,5890,LOWE | 9.0
unknown,5891,RIDGE | 1.0
unknown,5892,ROUSE | 9.0
unknown,5893,VEHICLE | 2.0
unknown,5894,WHEELER | 1.0
unknown,5895,PAST | 9.0
unknown,5896,BUTLER #2 | 9.0
unknown,5897,CAJON | 9.0
unknown,5898,KING CREEK #2 | 1.0
unknown,5899,LITTLE GRIDER | 1.0
unknown,5900,TITUS | 1.0
unknown,5901,TOM MARTIN | 1.0
unknown,5902,WINGATE | 1.0
unknown,5903,RAILROAD | 6.0
unknown,5904,RAILDOAD 2 | 6.0
unknown,5905,SHOOTING | 9.0
unknown,5906,ROCK | 1.0
unknown,5907,RODGE | 7.0
unknown,5908,CLIFTON | 5.0
unknown,5909,TIONESTA | 4.0
unknown,5910,MINE | 1.0
unknown,5911,RANCH | 9.0
unknown,5912,RIVER | 9.0
unknown,5913,SKINNER | 9.0
unknown,5914,DAILY | 14.0
unknown,5915,YOLLA | 14.0
unknown,5916,WHITMORE 3 | 2.0
unknown,5917,TORRI | 9.0
unknown,5918,JUNE | 1.0
unknown,5919,LOOKOUT | 1.0
unknown,5920,HARRIS 2 | 14.0
unknown,5921,INGALLS | 5.0
unknown,5922,BUMMER | 1.0
unknown,5923,DOME2 | 2.0
unknown,5924,NIAGARA | 4.0
unknown,5925,JUPITER | 5.0
unknown,5926,MILLAR | 14.0
unknown,5927,CLEAR | 1.0
unknown,5928,CANYON | 11.0
unknown,5929,STERLING | 1.0
unknown,5930,FRANKLIN | 2.0
unknown,5931,ROCKY OAKS | 9.0
unknown,5932,LAS VIRGENES | 11.0
unknown,5933,LATIGO CANYON | 9.0
unknown,5934,BALDY RIDGE | 1.0
unknown,5935,WILLOW | 1.0
unknown,5936,GOLDEN | 14.0
unknown,5937,SCHOOL | 7.0
unknown,5938,WILLIAMS | 7.0
unknown,5939,DEER CREEK | 10.0
unknown,5940,SANDSTONE | 10.0
unknown,5941,MALIBU | 3.0
unknown,5942,FOOTHILL | 14.0
unknown,5943,LATIGO | 2.0
unknown,5944,TUNNEL | 9.0
unknown,5945,CREEK | 9.0
unknown,5946,GRANT | 1.0
unknown,5947,BABCOCK | 1.0
unknown,5948,BALD WFU | 1.0
unknown,5949,BALD WF | 1.0
unknown,5950,JACK WFU | 1.0
unknown,5951,DEVIL | 1.0
unknown,5952,JACK WF | 1.0
unknown,5953,RALSTON | 9.0
unknown,5954,FAY | 9.0
unknown,5955,49 | 5.0
unknown,5956,SKUNK | 10.0
unknown,5957,ORE | 10.0
unknown,5958,JACK | 9.0
unknown,5959,FOREST | 5.0
unknown,5960,HUNTER | 9.0
unknown,5961,MARSHES | 5.0
unknown,5962,MULE | 6.0
unknown,5963,CAMANCHE | 15.0
unknown,5964,51 | 2.0
unknown,5965,MULE | 14.0
unknown,5966,JACKSON | 14.0
unknown,5967,WHISPERING PINES | 1.0
unknown,5968,GOODALE | 1.0
unknown,5969,WILLOW | 1.0
unknown,5970,METZ | 7.0
unknown,5971,SAN JUAN | 11.0
unknown,5972,SARGEANTS CYN | 11.0
unknown,5973,LONG VALLEY | 5.0
unknown,5974,PANOCHE INN | 1.0
unknown,5975,RICO | 1.0
unknown,5976,CLEAR CREEK | 5.0
unknown,5977,ESPINOSA | 2.0
unknown,5978,SKYWAY | 10.0
unknown,5979,3 ROCKS | 1.0
unknown,5980,ALMAZON | 2.0
unknown,5981,SMALLY | 1.0
unknown,5982,RIFLE RANGE | 9.0
unknown,5983,MOCAL | 9.0
unknown,5984,OBSERVATION COMPLEX | 1.0
unknown,5985,KINGSTON 2 | 1.0
unknown,5986,POPPY FIRE | 14.0
unknown,5987,HWY 138 & 300 WEST FIRE | 14.0
unknown,5988,GEYSERS | 14.0
unknown,5989,NOBLE | 14.0
unknown,5990,BILLY | 9.0
unknown,5991,GREELEY | 11.0
unknown,5992,HWY 49 | 14.0
unknown,5993,RAYMOND | 3.0
unknown,5994,WHITEROCK | 14.0
unknown,5995,ANGEL | 7.0
unknown,5996,ABERDEEN | 1.0
unknown,5997,RIO | 8.0
unknown,5998,CASTERLIN | 11.0
unknown,5999,ARCO | 9.0
unknown,6000,46 | 2.0
unknown,6001,COTTONWOOD | 9.0
unknown,6002,RIDGE | 1.0
unknown,6003,ANNETTE | 10.0
unknown,6004,WESTSIDE | 10.0
unknown,6005,SAGE | 1.0
unknown,6006,LAVER | 1.0
unknown,6007,DOYLE | 1.0
unknown,6008,KESWICK | 9.0
unknown,6009,MCKITTRICK | 11.0
unknown,6010,EMPIRE | 14.0
unknown,6011,QUAIL FIRE | 14.0
unknown,6012,HIGHLAND FIRE | 14.0
unknown,6013,MESQUITE | 1.0
unknown,6014,BODFISH | 14.0
unknown,6015,MIDDLE T SUPPRESSION | 1.0
unknown,6016,MIDDLE T WFU | 1.0
unknown,6017,BOUNDARY | 4.0
unknown,6018,FALLS | 1.0
unknown,6019,KING | 1.0
unknown,6020,FROG | 1.0
unknown,6021,POND WFU | 1.0
unknown,6022,ROARING | 1.0
unknown,6023,RIDGE | 1.0
unknown,6024,BURNT | 1.0
unknown,6025,EAGLE | 1.0
unknown,6026,GOLIATH | 1.0
unknown,6027,BLAIR | 1.0
unknown,6028,GLOBE | 1.0
unknown,6029,CIMA | 1.0
unknown,6030,JEFFERSON | 9.0
unknown,6031,ARRASTRE | 1.0
unknown,6032,PERKINS | 1.0
unknown,6033,HORSESHOE | 2.0
unknown,6034,MILTON | 14.0
unknown,6035,STINSON | 5.0
unknown,6036,WARNERVILLE | 2.0
unknown,6037,CREEK INCIDENT | 1.0
unknown,6038,HONEY INCIDENT | 10.0
unknown,6039,CHENEY INCIDENT | 1.0
unknown,6040,LGT #25 (2-7) | 1.0
unknown,6041,CAMINO | 14.0
unknown,6042,BORDER 15 | 19.0
unknown,6043,BORDER 16 | 14.0
unknown,6044,67 | 10.0
unknown,6045,BORDER 30 | 14.0
unknown,6046,GUNN 2 | 9.0
unknown,6047,COTTONWOOD | 5.0
unknown,6048,KINGSTON 4 | 1.0
unknown,6049,BECK | 9.0
unknown,6050,GOLF | 7.0
unknown,6051,BONNY | 14.0
unknown,6052,CAMP 2 | 7.0
unknown,6053,LGT #22 (3-9) | 1.0
unknown,6054,LGT #17 (3-5) | 1.0
unknown,6055,EDGEMONT | 11.0
unknown,6056,CRAFTON | 7.0
unknown,6057,SAWTOOTH COMPLEX | 1.0
unknown,6058,SAND | 2.0
unknown,6059,JOHNSON ROAD FIRE | 14.0
unknown,6060,CROSS FIRE | 14.0
unknown,6061,VALLEY FIRE | 1.0
unknown,6062,MESQUITE 3 | 1.0
unknown,6063,CUYAMA | 9.0
unknown,6064,ENERGY | 2.0
unknown,6065,DEVIL | 9.0
unknown,6066,POTTER | 1.0
unknown,6067,RUBE | 1.0
unknown,6068,BASSETTS | 9.0
unknown,6069,BOCA RESERVOIR | 9.0
unknown,6070,WOODLEAF | 16.0
unknown,6071,FOOT | 3.0
unknown,6072,HIGH | 1.0
unknown,6073,CRYSTAL | 1.0
unknown,6074,MILLER DIV X | 1.0
unknown,6075,MILLER DIV Z | 1.0
unknown,6076,LAVA | 1.0
unknown,6077,MILLER DIV W | 1.0
unknown,6078,BUMP | 1.0
unknown,6079,RED | 1.0
unknown,6080,PINNACLE | 1.0
unknown,6081,SAGE | 1.0
unknown,6082,YOUNG 1 | 1.0
unknown,6083,WHITE | 1.0
unknown,6084,LILAC | 9.0
unknown,6085,CASTLE | 7.0
unknown,6086,FELIPE | 1.0
unknown,6087,PROCTOR | 14.0
unknown,6088,PALA | 14.0
unknown,6089,CAMINO | 9.0
unknown,6090,DELUZ | 14.0
unknown,6091,OPEN | 11.0
unknown,6092,CAMPO | 14.0
unknown,6093,FORESTHILL | 14.0
unknown,6094,ROLLINS | 8.0
unknown,6095,MARYSVILLE | 9.0
unknown,6096,PURDON | 14.0
unknown,6097,HIGHWAY | 14.0
unknown,6098,FIGUEROA | 14.0
unknown,6099,STOKES | 7.0
unknown,6100,W | 7.0
unknown,6101,BROWN | 7.0
unknown,6102,COYOTE | 1.0
unknown,6103,ATLAS | 2.0
unknown,6104,WAKEFIELD | 11.0
unknown,6105,HOMESTAKE 2 | 14.0
unknown,6106,SKY VALLEY | 7.0
unknown,6107,FAIRFIELD | 9.0
unknown,6108,128 | 14.0
unknown,6109,SPRING | 10.0
unknown,6110,MURPHY | 10.0
unknown,6111,SQUIRREL | 11.0
unknown,6112,RUMSEY | 7.0
unknown,6113,HIGHLAND | 14.0
unknown,6114,GRADE | 14.0
unknown,6115,NAPA | 11.0
unknown,6116,29 | 10.0
unknown,6117,YOLO | 7.0
unknown,6118,NOCE | 4.0
unknown,6119,ZAM ASSIST | 14.0
unknown,6120,SAGE | 14.0
unknown,6121,PIT | 5.0
unknown,6122,HAYFORK | 7.0
unknown,6123,JUNCTION | 14.0
unknown,6124,BUTTE | 11.0
unknown,6125,CREEK | 8.0
unknown,6126,SHEEPY | 1.0
unknown,6127,WEED | 5.0
unknown,6128,PARKS | 10.0
unknown,6129,HUMBUG#3 | 8.0
unknown,6130,RIDGE | 1.0
unknown,6131,MORRELL | 9.0
unknown,6132,PONTE | 2.0
unknown,6133,RITTS | 11.0
unknown,6134,MILTON | 10.0
unknown,6135,PEDRO | 9.0
unknown,6136,TULLOCK | 2.0
unknown,6137,JENSON | 2.0
unknown,6138,ORANGE | 2.0
unknown,6139,BIEDERMAN | 2.0
unknown,6140,PLUNGE | 4.0
unknown,6141,SIERRA | 18.0
unknown,6142,ROUND MTN | 14.0
unknown,6143,LATIGO | 10.0
unknown,6144,SEQUOIA FIRE | 14.0
unknown,6145,SHEKELL | 14.0
unknown,6146,SHERWOOD | 14.0
unknown,6147,MC PHERSON | 1.0
unknown,6148,SMITH | 1.0
unknown,6149,MILLER DIV Y | 1.0
unknown,6150,SHOOTING | 9.0
unknown,6151,BOULDER COMPLEX | 1.0
unknown,6152,GHOST | 1.0
unknown,6153,MILLARD | 1.0
unknown,6154,GIBONNEY | 1.0
unknown,6155,BALD | 1.0
unknown,6156,OAK | 2.0
unknown,6157,MOUNTAIN | 2.0
unknown,6158,HOY | 14.0
unknown,6159,HORSE | 4.0
unknown,6160,BRIGHT | 1.0
unknown,6161,CLEAR LAKE | 1.0
unknown,6162,BROKE | 9.0
unknown,6163,EMERALD | 9.0
unknown,6164,UNCLE | 1.0
unknown,6165,HANCOCK | 1.0
unknown,6166,LOOKOUT 2 | 9.0
unknown,6167,SAWMILL | 5.0
unknown,6168,PINES | 4.0
unknown,6169,MURKEN | 7.0
unknown,6170,PINNACLES | 7.0
unknown,6171,DEMOCRAT | 10.0
unknown,6172,CORTEZ | 1.0
unknown,6173,HUMBUG | 10.0
unknown,6174,BLUECUT | 2.0
unknown,6175,DARK | 9.0
unknown,6176,SHASTA | 14.0
unknown,6177,FLOURNOY | 1.0
unknown,6178,CATHEDRAL | 7.0
unknown,6179,BUTTES | 1.0
unknown,6180,FITCH | 1.0
unknown,6181,CRAWFORD | 1.0
unknown,6182,PIGEON | 9.0
unknown,6183,BAKE-OVEN | 1.0
unknown,6184,BASS | 1.0
unknown,6185,DOG | 1.0
unknown,6186,FENDER | 2.0
